DATE,AWND,PRCP,TAVG,TMAX,TMIN
2022-05-04,6.93,0,63,70,57
2022-05-05,7.38,0,62,68,56
2022-05-06,5.82,0,62,70,56
2022-05-07,8.05,0,65,71,59
2022-05-08,10.07,0,62,66,56
2022-05-09,11.41,0,60,67,54
2022-05-10,10.96,0,59,67,52
2022-05-11,14.99,0,58,65,51
2022-05-12,9.4,0,63,75,54
2022-05-13,7.16,0,67,80,57
2022-05-14,7.16,0,70,81,59
2022-05-15,7.16,0,67,78,59
2022-05-16,8.05,0,63,67,59
2022-05-17,6.93,0,62,68,58
2022-05-18,7.83,0,62,69,58
2022-05-19,6.49,0,62,66,60
2022-05-20,7.38,0,61,65,58
2022-05-21,8.5,0,63,70,59
2022-05-22,9.17,0,62,66,57
2022-05-23,5.82,0,60,67,56
2022-05-24,7.16,0,63,68,60
2022-05-25,7.61,0,64,70,61
2022-05-26,8.95,0,64,70,61
2022-05-27,10.07,0,64,70,61
2022-05-28,8.72,0,63,69,61
2022-05-29,6.26,0,64,71,58
2022-05-30,8.5,0,65,70,59
2022-05-31,7.38,0,65,71,58
2022-06-01,6.71,0,66,74,59
2022-06-02,7.83,0,66,73,61
2022-06-03,7.61,0,65,72,62
2022-06-04,7.61,0,65,69,61
2022-06-05,6.49,0,65,72,61
2022-06-06,8.5,0,68,74,64
2022-06-07,6.49,0,67,73,63
2022-06-08,6.49,0,66,69,63
2022-06-09,6.93,0,66,74,63
2022-06-10,7.16,0,67,74,63
2022-06-11,7.61,0,66,72,63
2022-06-12,6.93,0,66,72,63
2022-06-13,8.05,0.01,67,75,64
2022-06-14,7.38,0,68,76,63
2022-06-15,7.38,0,69,74,64
2022-06-16,8.05,0,68,74,64
2022-06-17,10.51,0,67,72,63
2022-06-18,9.17,0,66,73,60
2022-06-19,8.05,0,67,74,61
2022-06-20,7.61,0,70,80,61
2022-06-21,8.05,0,71,80,63
2022-06-22,10.74,0,66,73,62
2022-06-23,10.07,0,67,73,63
2022-06-24,10.51,0,67,72,61
2022-06-25,8.72,0,65,72,61
2022-06-26,7.38,0,66,72,62
2022-06-27,8.72,0,67,73,62
2022-06-28,7.61,0,68,74,63
2022-06-29,7.61,0,69,79,64
2022-06-30,8.28,0,69,76,64
2022-07-01,7.83,0,68,75,64
2022-07-02,8.72,0,67,73,63
2022-07-03,8.72,0,67,74,62
2022-07-04,8.28,0,67,74,62
2022-07-05,9.62,0,67,75,63
2022-07-06,9.17,0,68,74,64
2022-07-07,8.28,0,69,75,63
2022-07-08,8.05,0,68,74,63
2022-07-09,8.28,0,67,72,63
2022-07-10,7.83,0,68,73,65
2022-07-11,8.5,0,67,72,62
2022-07-12,8.28,0,65,71,62
2022-07-13,10.07,0,65,71,62
2022-07-14,8.05,0,66,72,64
2022-07-15,8.5,0,67,72,63
2022-07-16,8.05,0,67,73,62
2022-07-17,7.61,0,69,85,64
2022-07-18,7.83,0,72,80,66
2022-07-19,8.5,0,69,76,64
2022-07-20,8.05,0,70,77,65
2022-07-21,8.28,0,70,75,65
2022-07-22,6.93,0,69,78,64
2022-07-23,7.83,0,70,77,67
2022-07-24,7.61,0,69,75,66
2022-07-25,8.5,0,69,76,63
2022-07-26,9.17,0,67,75,63
2022-07-27,8.5,0,67,74,64
2022-07-28,6.93,0,68,76,65
2022-07-29,6.93,0,70,77,66
2022-07-30,6.71,0,71,77,67
2022-07-31,7.61,0,73,80,69
2022-08-01,9.62,0,72,78,68
2022-08-02,10.51,0,70,76,66
2022-08-03,8.05,0,70,76,66
2022-08-04,8.5,0,70,77,66
2022-08-05,9.62,0,71,77,65
2022-08-06,8.95,0,69,77,65
2022-08-07,7.16,0,71,82,64
2022-08-08,6.71,0,74,82,68
2022-08-09,7.16,0,75,84,71
2022-08-10,7.61,0,75,84,69
2022-08-11,8.5,0,74,80,68
2022-08-12,8.05,0,72,79,67
2022-08-13,6.71,0,73,82,67
2022-08-14,6.71,0,73,80,68
2022-08-15,6.93,0,71,77,67
2022-08-16,7.61,0,71,76,67
2022-08-17,9.17,0,69,75,65
2022-08-18,9.17,0,67,70,62
2022-08-19,6.04,0,67,75,63
2022-08-20,7.83,0,71,80,68
2022-08-21,8.5,0,71,77,67
2022-08-22,8.05,0,69,74,64
2022-08-23,6.49,0,68,76,64
2022-08-24,5.82,0,71,79,68
2022-08-25,7.83,0,73,80,67
2022-08-26,7.83,0,70,76,66
2022-08-27,7.61,0,71,77,66
2022-08-28,9.17,0,71,76,66
2022-08-29,9.17,0,69,76,66
2022-08-30,8.05,0,70,77,66
2022-08-31,8.05,0,73,84,68
2022-09-01,5.59,0,78,88,70
2022-09-02,6.49,0,78,90,72
2022-09-03,6.71,0,79,92,72
2022-09-04,6.49,0,84,100,77
2022-09-05,6.71,0,82,91,73
2022-09-06,7.38,0,79,86,73
2022-09-07,7.16,0,78,87,72
2022-09-08,7.61,0,79,97,73
2022-09-09,8.5,0.13,87,102,71
2022-09-10,4.92,0,76,81,71
2022-09-11,9.17,0,78,85,75
2022-09-12,9.84,0,78,84,71
2022-09-13,6.49,0,74,80,70
2022-09-14,7.83,0,73,80,68
2022-09-15,8.28,0,71,78,66
2022-09-16,8.05,0,71,78,65
2022-09-17,6.93,0,71,77,65
2022-09-18,10.51,0,70,74,67
2022-09-19,9.62,0,69,77,64
2022-09-20,11.86,0,71,77,66
2022-09-21,10.51,0,71,77,63
2022-09-22,6.71,0,71,80,62
2022-09-23,6.49,0,72,81,63
2022-09-24,8.05,0,74,80,69
2022-09-25,7.61,0,72,78,68
2022-09-26,7.16,0,72,80,68
2022-09-27,6.93,0,73,81,68
2022-09-28,5.82,0,74,83,69
2022-09-29,6.71,0,71,76,67
2022-09-30,6.26,0,70,76,67
2022-10-01,7.16,0,69,75,66
2022-10-02,8.28,0,69,75,66
2022-10-03,5.59,0,68,74,63
2022-10-04,5.14,0,70,77,64
2022-10-05,6.49,0,70,75,66
2022-10-06,6.26,0,69,74,67
2022-10-07,6.26,0,70,75,67
2022-10-08,7.16,0,69,74,66
2022-10-09,7.16,0,68,72,64
2022-10-10,6.49,0,67,75,64
2022-10-11,6.71,0,69,75,66
2022-10-12,8.28,0.19,69,74,66
2022-10-13,6.26,0,67,69,65
2022-10-14,4.92,0,66,69,64
2022-10-15,6.93,0.04,65,71,63
2022-10-16,8.05,0,67,72,63
2022-10-17,6.49,0,67,74,59
2022-10-18,6.04,0,70,82,63
2022-10-19,5.37,0,76,94,65
2022-10-20,6.04,0,78,86,68
2022-10-21,7.16,0,70,76,65
2022-10-22,8.5,0.01,67,69,63
2022-10-23,6.93,0,65,72,59
2022-10-24,7.38,0,65,75,54
2022-10-25,5.59,0,65,74,55
2022-10-26,6.26,0,64,71,58
2022-10-27,6.04,0,64,75,57
2022-10-28,6.04,0,65,74,57
2022-10-29,5.82,0,63,72,55
2022-10-30,5.82,0,65,75,56
2022-10-31,6.04,0,64,75,56
2022-11-01,7.61,0.03,65,71,59
2022-11-02,13.65,0.13,62,67,58
2022-11-03,12.3,0,59,64,53
2022-11-04,6.26,0,58,67,50
2022-11-05,4.92,0,59,66,51
2022-11-06,5.14,0,60,67,53
2022-11-07,7.83,0.07,61,65,57
2022-11-08,11.86,1.44,60,67,54
2022-11-09,8.05,0.1,56,61,52
2022-11-10,4.92,0,56,68,46
2022-11-11,6.04,0,58,71,48
2022-11-12,6.49,0,59,68,49
2022-11-13,10.07,0,58,68,49
2022-11-14,4.92,0,58,69,48
2022-11-15,5.82,0,59,72,48
2022-11-16,5.14,0,60,74,48
2022-11-17,4.92,0,62,75,51
2022-11-18,5.14,0,58,69,47
2022-11-19,3.8,0,60,75,48
2022-11-20,5.82,0,64,77,51
2022-11-21,5.82,0,64,77,52
2022-11-22,5.37,0,62,74,51
2022-11-23,4.03,0,58,70,47
2022-11-24,5.37,0,60,78,47
2022-11-25,6.26,0,63,76,48
2022-11-26,4.7,0,60,71,47
2022-11-27,5.59,0,58,67,49
2022-11-28,6.93,0,59,63,54
2022-11-29,5.14,0,59,66,52
2022-11-30,5.59,0,58,65,49
2022-12-01,5.82,0,57,62,55
2022-12-02,7.61,0.12,56,61,52
2022-12-03,4.92,0,60,68,53
2022-12-04,3.58,0.13,60,64,54
2022-12-05,7.38,0,59,61,52
2022-12-06,6.26,0,56,61,49
2022-12-07,5.37,0,54,60,45
2022-12-08,5.82,0,54,60,44
2022-12-09,4.47,0,53,62,44
2022-12-10,6.71,0,55,63,48
2022-12-11,16.78,0.67,58,59,52
2022-12-12,6.71,0.36,51,57,46
2022-12-13,5.82,0,52,59,45
2022-12-14,5.37,0,52,59,43
2022-12-15,4.47,0,53,61,47
2022-12-16,5.14,0,58,69,50
2022-12-17,6.04,0,58,66,47
2022-12-18,5.82,0,55,64,46
2022-12-19,4.47,0,54,65,43
2022-12-20,4.47,0,55,63,48
2022-12-21,4.7,0,56,66,44
2022-12-22,4.47,0,58,69,48
2022-12-23,4.25,0,57,66,45
2022-12-24,3.36,0,58,76,49
2022-12-25,4.25,0,65,83,54
2022-12-26,3.8,0,64,78,52
2022-12-27,4.7,0.49,60,64,53
2022-12-28,4.47,0.01,57,63,53
2022-12-29,4.47,0,58,60,55
2022-12-30,4.25,0.05,57,60,56
2022-12-31,9.62,0.96,58,60,57
2023-01-01,14.32,0.1,58,61,54
2023-01-02,5.59,0.03,54,58,46
2023-01-03,12.3,0.05,53,58,50
2023-01-04,10.51,0.54,58,61,57
2023-01-05,12.97,1.07,58,62,55
2023-01-06,4.7,0,55,62,46
2023-01-07,4.92,0,57,68,48
2023-01-08,4.7,0,56,63,48
2023-01-09,11.18,1.04,57,60,53
2023-01-10,12.08,0.65,59,62,54
2023-01-11,4.25,0,55,61,47
2023-01-12,6.71,0,58,72,51
2023-01-13,4.7,0,60,64,52
2023-01-14,9.17,1.53,55,59,52
2023-01-15,10.29,0.48,57,59,50
2023-01-16,19.69,0.49,54,59,50
2023-01-17,7.61,0,53,58,47
2023-01-18,5.14,0,53,60,45
2023-01-19,4.7,0,52,57,43
2023-01-20,5.37,0,52,59,42
2023-01-21,4.47,0,53,62,41
2023-01-22,5.59,0,51,60,41
2023-01-23,6.71,0,56,68,47
2023-01-24,4.47,0,54,65,41
2023-01-25,4.25,0,54,69,43
2023-01-26,5.37,0,57,68,46
2023-01-27,4.47,0,57,67,45
2023-01-28,5.37,0,55,63,47
2023-01-29,8.5,0.28,55,57,49
2023-01-30,6.93,0.4,52,59,48
2023-01-31,3.58,0,53,67,43
2023-02-01,4.92,0,54,65,41
2023-02-02,4.92,0,54,67,44
2023-02-03,5.59,0,58,67,50
2023-02-04,5.82,0,56,66,46
2023-02-05,11.18,0.01,57,63,50
2023-02-06,10.07,0,58,71,53
2023-02-07,4.47,0,59,67,47
2023-02-08,4.92,0,59,71,47
2023-02-09,4.25,0,60,76,48
2023-02-10,6.71,0,65,78,52
2023-02-11,8.95,0,57,60,49
2023-02-12,6.04,0,52,59,45
2023-02-13,6.49,0,54,63,48
2023-02-14,12.75,0,56,59,49
2023-02-15,10.51,0,53,62,46
2023-02-16,5.14,0,53,63,41
2023-02-17,6.04,0,55,68,47
2023-02-18,6.93,0,57,68,47
2023-02-19,4.92,0,54,66,43
2023-02-20,6.26,0,57,68,46
2023-02-21,12.53,0,57,63,49
2023-02-22,26.17,0,53,57,48
2023-02-23,8.5,0.28,49,53,41
2023-02-24,16.11,2.04,49,56,46
2023-02-25,9.17,1.77,50,54,43
2023-02-26,6.26,0.08,46,55,41
2023-02-27,7.61,0.2,50,54,46
2023-02-28,9.84,0.2,52,57,46
2023-03-01,18.57,0.09,53,55,49
2023-03-02,6.49,0,52,60,44
2023-03-03,5.82,0,52,59,44
2023-03-04,8.72,0,53,59,46
2023-03-05,7.83,0.06,53,58,50
2023-03-06,8.72,0,54,59,49
2023-03-07,7.38,0,53,59,46
2023-03-08,6.71,0,52,58,44
2023-03-09,6.49,0,55,62,48
2023-03-10,8.72,0.97,55,57,51
2023-03-11,5.82,0.14,58,61,57
2023-03-12,6.71,0,58,62,55
2023-03-13,7.16,0,56,62,54
2023-03-14,8.95,1.97,56,59,55
2023-03-15,8.05,1.18,57,59,54
2023-03-16,6.04,0,56,60,53
2023-03-17,6.26,0,55,62,48
2023-03-18,6.04,0,60,75,50
2023-03-19,7.61,0.06,60,61,53
2023-03-20,8.5,0.07,56,61,53
2023-03-21,14.09,1.01,54,60,48
2023-03-22,9.62,0.18,53,59,48
2023-03-23,10.51,0,54,60,51
2023-03-24,14.32,0,57,63,53
2023-03-25,10.29,0,56,65,49
2023-03-26,14.32,0,57,64,51
2023-03-27,7.61,0,58,72,47
2023-03-28,6.71,0,60,68,52
2023-03-29,10.51,0.98,54,59,48
2023-03-30,6.93,0.71,52,59,46
2023-03-31,8.05,0,53,61,45
2023-04-01,6.93,0,56,66,48
2023-04-02,7.61,0,56,62,49
2023-04-03,14.09,0.01,57,62,52
2023-04-04,14.32,0,55,61,49
2023-04-05,8.05,0,55,65,47
2023-04-06,7.61,0,59,70,49
2023-04-07,7.83,0,59,68,52
2023-04-08,7.61,0,57,65,51
2023-04-09,6.04,0,56,62,52
2023-04-10,4.92,0,56,63,53
2023-04-11,6.26,0,56,61,53
2023-04-12,6.71,0.02,56,60,54
2023-04-13,6.71,0.06,55,60,53
2023-04-14,7.83,0,56,63,53
2023-04-15,8.05,0,57,64,49
2023-04-16,7.38,0,56,61,52
2023-04-17,7.38,0,58,64,55
2023-04-18,9.4,0,58,65,53
2023-04-19,8.28,0,57,65,49
2023-04-20,6.71,0,61,73,52
2023-04-21,7.38,0,67,82,56
2023-04-22,7.38,0,67,81,57
2023-04-23,7.83,0,63,69,57
2023-04-24,7.38,0,61,67,57
2023-04-25,8.72,0,61,67,57
2023-04-26,8.5,0,60,65,54
2023-04-27,6.71,0,57,63,54
2023-04-28,7.61,0,56,63,54
2023-04-29,7.16,0,57,63,54
2023-04-30,5.82,0,57,63,56
2023-05-01,9.4,0.04,59,64,54
2023-05-02,11.41,0,58,64,53
2023-05-03,8.28,0,57,64,49
2023-05-04,8.28,0.13,58,64,53
2023-05-05,8.28,0.08,59,66,55
2023-05-06,10.29,0,59,66,51
2023-05-07,8.5,0,60,67,55
2023-05-08,9.62,0,61,67,57
2023-05-09,11.41,0,59,66,55
2023-05-10,8.05,0,59,66,53
2023-05-11,8.28,0,60,66,54
2023-05-12,7.16,0,60,68,54
2023-05-13,5.82,0,60,66,57
2023-05-14,7.61,0,61,70,58
2023-05-15,6.93,0,61,66,58
2023-05-16,8.5,0,60,66,56
2023-05-17,7.16,0,59,64,56
2023-05-18,6.04,0,61,70,58
2023-05-19,6.04,0,61,64,59
2023-05-20,7.83,0,62,67,59
2023-05-21,7.16,0,61,67,59
2023-05-22,5.59,0,61,64,59
2023-05-23,5.37,0.02,60,61,58
2023-05-24,6.04,0,60,65,57
2023-05-25,8.72,0.01,61,65,59
2023-05-26,12.08,0,62,68,58
2023-05-27,10.51,0,61,67,58
2023-05-28,6.93,0,61,64,59
2023-05-29,9.4,0,62,68,61
2023-05-30,12.53,0,62,66,60
2023-05-31,8.28,0,62,68,59
2023-06-01,7.38,0,62,65,60
2023-06-02,11.86,0,63,69,59
2023-06-03,8.5,0,62,69,58
2023-06-04,7.61,0,61,67,59
2023-06-05,6.04,0,61,66,58
2023-06-06,6.71,0,61,65,57
2023-06-07,7.83,0,62,67,59
2023-06-08,10.96,0,62,69,56
2023-06-09,8.72,0,62,68,58
2023-06-10,6.93,0.01,63,68,61
2023-06-11,8.05,0,63,69,60
2023-06-12,10.51,0,63,70,60
2023-06-13,10.74,0,63,69,60
2023-06-14,7.61,0,62,65,59
2023-06-15,7.38,0,63,67,61
2023-06-16,10.29,0,64,70,61
2023-06-17,8.72,0,64,69,61
2023-06-18,7.61,0,63,68,61
2023-06-19,7.38,0,64,71,61
2023-06-20,6.71,0,65,71,59
2023-06-21,7.61,0,65,72,59
2023-06-22,9.17,0,64,70,59
2023-06-23,10.51,0,63,70,58
2023-06-24,8.72,0,63,72,56
2023-06-25,8.95,0,63,70,57
2023-06-26,8.28,0,63,69,58
2023-06-27,8.05,0,64,69,59
2023-06-28,7.16,0,63,70,59
2023-06-29,8.28,0,64,71,58
2023-06-30,6.93,0,62,69,57
2023-07-01,6.93,0,64,70,60
2023-07-02,7.61,0,63,69,58
2023-07-03,7.16,0,61,69,58
2023-07-04,8.05,0,62,69,58
2023-07-05,8.95,0,63,69,59
2023-07-06,7.38,0,63,70,60
2023-07-07,8.28,0,64,70,60
2023-07-08,7.38,0,65,71,60
2023-07-09,8.28,0,65,72,60
2023-07-10,7.38,0,65,73,60
2023-07-11,7.61,0,65,71,60
2023-07-12,8.28,0,66,76,59
2023-07-13,7.61,0,69,76,63
2023-07-14,7.16,0,69,77,62
2023-07-15,7.38,0,67,73,62
2023-07-16,7.16,0,68,75,64
2023-07-17,8.5,0,68,76,64
2023-07-18,9.17,0,69,76,64
2023-07-19,8.72,0,69,75,65
2023-07-20,8.05,0,70,76,65
2023-07-21,7.61,0,69,73,63
2023-07-22,7.16,0,67,74,63
2023-07-23,7.38,0,69,81,65
2023-07-24,8.72,0,69,74,65
2023-07-25,7.61,0,69,77,64
2023-07-26,7.38,0,73,82,66
2023-07-27,6.93,0,73,80,67
2023-07-28,6.49,0,72,78,67
2023-07-29,6.71,0,71,79,67
2023-07-30,6.49,0,72,80,67
2023-07-31,6.93,0,74,84,69
2023-08-01,8.05,0,73,79,68
2023-08-02,8.28,0,71,77,65
2023-08-03,8.72,0,69,75,63
2023-08-04,7.61,0,69,76,63
2023-08-05,6.49,0,70,76,64
2023-08-06,6.04,0,70,76,64
2023-08-07,5.82,0,70,77,65
2023-08-08,6.71,0,70,79,64
2023-08-09,7.83,0,70,75,66
2023-08-10,7.38,0,69,79,66
2023-08-11,9.62,0,69,75,67
2023-08-12,8.05,0,70,76,67
2023-08-13,7.38,0,70,75,66
2023-08-14,9.17,0,69,74,65
2023-08-15,8.95,0,67,73,64
2023-08-16,9.84,0.02,68,74,64
2023-08-17,9.17,0,67,71,63
2023-08-18,8.5,0,67,73,63
2023-08-19,5.82,0,68,75,63
2023-08-20,8.28,2.03,72,77,66
2023-08-21,10.51,0.52,69,76,65
2023-08-22,8.05,0,70,76,64
2023-08-23,7.61,0,70,74,64
2023-08-24,9.4,0,67,72,64
2023-08-25,8.72,0,67,73,63
2023-08-26,8.28,0,68,75,63
2023-08-27,6.93,0,70,77,64
2023-08-28,6.04,0,73,85,66
2023-08-29,6.71,0,73,82,66
2023-08-30,5.59,0,74,83,67
2023-08-31,5.59,0,71,76,65
2023-09-01,8.5,0,72,81,67
2023-09-02,6.71,0.02,71,78,67
2023-09-03,10.51,0,72,77,66
2023-09-04,6.93,0,69,74,62
2023-09-05,6.04,0,68,72,65
2023-09-06,9.17,0,70,76,66
2023-09-07,6.71,0,69,75,63
2023-09-08,6.26,0,71,82,65
2023-09-09,7.38,0,73,82,68
2023-09-10,7.38,0,76,87,69
2023-09-11,5.59,0,73,85,68
2023-09-12,7.16,0,71,76,66
2023-09-13,8.05,0,69,76,66
2023-09-14,8.05,0,68,74,66
2023-09-15,7.38,0,68,73,66
2023-09-16,7.16,0,67,69,65
2023-09-17,7.83,0.03,67,71,64
2023-09-18,8.05,0,67,79,62
2023-09-19,6.71,0,67,75,61
2023-09-20,7.61,0,68,73,65
2023-09-21,8.28,0,67,71,63
2023-09-22,6.71,0,65,72,61
2023-09-23,7.83,0,66,72,62
2023-09-24,7.83,0,66,73,61
2023-09-25,6.93,0,65,74,59
2023-09-26,5.37,0,66,75,59
2023-09-27,5.59,0,67,75,61
2023-09-28,6.26,0,67,73,63
2023-09-29,6.49,0,67,70,65
2023-09-30,10.51,0,65,69,62
2023-10-01,7.16,0,63,69,58
2023-10-02,8.28,0,62,70,54
2023-10-03,6.93,0,65,77,58
2023-10-04,6.49,0,69,81,60
2023-10-05,7.38,0,72,91,62
2023-10-06,6.26,0,72,84,62
2023-10-07,4.7,0,70,79,62
2023-10-08,8.05,0,65,71,61
2023-10-09,6.93,0,64,69,61
2023-10-10,6.49,0,65,73,60
2023-10-11,8.28,0,66,72,62
2023-10-12,7.61,0,66,75,59
2023-10-13,5.82,0,67,75,60
2023-10-14,5.82,0,66,73,60
2023-10-15,6.04,0,68,79,59
2023-10-16,6.26,0,68,76,59
2023-10-17,6.04,0,67,72,62
2023-10-18,5.59,0,65,70,62
2023-10-19,7.38,0,65,72,61
2023-10-20,7.16,0,67,75,63
2023-10-21,6.93,0,68,77,60
2023-10-22,7.38,0,65,73,57
2023-10-23,6.71,0,66,73,62
2023-10-24,6.26,0,65,73,58
2023-10-25,8.72,0,66,71,63
2023-10-26,7.16,0,65,70,60
2023-10-27,6.71,0,64,72,57
2023-10-28,6.49,0,62,72,54
2023-10-29,4.92,0,63,79,51
2023-10-30,4.92,0,67,80,48
2023-10-31,4.47,0,69,83,57
2023-11-01,7.38,0,71,86,59
2023-11-02,5.82,0,68,80,55
2023-11-03,5.82,0,65,77,54
2023-11-04,5.82,0,62,70,52
2023-11-05,4.92,0,62,72,53
2023-11-06,6.04,0,63,71,58
2023-11-07,9.17,0,64,71,61
2023-11-08,5.82,0,64,77,54
2023-11-09,5.14,0,67,78,51
2023-11-10,5.14,0,64,74,50
2023-11-11,5.37,0,62,77,50
2023-11-12,6.04,0,66,84,55
2023-11-13,5.82,0,63,74,53
2023-11-14,4.47,0,62,77,51
2023-11-15,7.38,0.13,62,69,56
2023-11-16,6.49,0,62,73,58
2023-11-17,6.93,0,63,72,55
2023-11-18,6.71,0,64,70,60
2023-11-19,8.95,0,65,72,59
2023-11-20,5.14,0,63,73,50
2023-11-21,4.47,0,66,82,51
2023-11-22,6.49,0,69,83,55
2023-11-23,6.71,0,64,70,55
2023-11-24,6.71,0,62,71,57
2023-11-25,6.26,0,60,69,53
2023-11-26,4.92,0,60,72,47
2023-11-27,5.59,0,62,73,50
2023-11-28,5.82,0,62,71,53
2023-11-29,6.49,0,58,65,51
2023-11-30,6.26,0,58,65,51
2023-12-01,10.96,0,60,68,55
2023-12-02,5.14,0,58,71,48
2023-12-03,4.25,0,56,66,49
2023-12-04,4.03,0,60,72,51
2023-12-05,5.37,0,65,83,54
2023-12-06,6.71,0,63,70,54
2023-12-07,6.49,0,59,66,53
2023-12-08,7.16,0,60,69,52
2023-12-09,3.13,0,60,73,49
2023-12-10,7.16,0,62,77,51
2023-12-11,5.14,0,61,73,50
2023-12-12,6.04,0,58,66,50
2023-12-13,4.92,0,58,65,54
2023-12-14,5.37,0,59,75,47
2023-12-15,6.04,0,65,80,52
2023-12-16,6.49,0,66,79,56
2023-12-17,5.59,0,64,75,54
2023-12-18,5.59,0.01,64,72,57
2023-12-19,5.37,0.1,62,67,58
2023-12-20,7.83,1.01,61,64,59
2023-12-21,8.5,1.33,61,64,58
2023-12-22,8.05,0.5,61,69,57
2023-12-23,5.82,0,59,66,51
2023-12-24,4.92,0,59,64,54
2023-12-25,5.59,0,57,65,49
2023-12-26,4.92,0,58,65,52
2023-12-27,5.59,0,58,62,52
2023-12-28,5.59,0,57,64,50
2023-12-29,3.8,0,57,65,52
2023-12-30,8.5,0.62,57,62,54
2023-12-31,,0,56,60,51
2024-01-01,5.37,0,57,67,50
